piece	TimeSig	KeySig	last_mc	last_mn	length_qb	last_mc_unfolded	last_mn_unfolded	length_qb_unfolded	volta_mcs	all_notes_qb	n_onsets	n_onset_positions	guitar_chord_count	form_label_count	label_count	composer	workTitle	movementNumber	movementTitle	workNumber	poet	lyricist	arranger	copyright	creationDate	platform	source	translator	musescore	ms3_version	subdirectory	rel_path	has_drumset	ambitus	originalFormat	staff_1_instrument	staff_1_ambitus	staff_2_instrument	staff_2_ambitus	staff_3_instrument	staff_3_ambitus	staff_4_instrument	staff_4_ambitus	staff_5_instrument	staff_5_ambitus	staff_6_instrument	staff_6_ambitus	staff_7_instrument	staff_7_ambitus	staff_8_instrument	staff_8_ambitus
163	1: 4/4	1: 0	11	10	36.0	16	15	52.0		144.0	204	73	0	0	0	J. S. Bach	"Chorale 163:
Vor Freuden lasst uns springen"		"Chorale 163:
Vor Freuden lasst uns springen"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/163.mscz	False	43-77 (G2-F5)	mxl	Piano	60-77 (C4-F5)	Piano	43-67 (G2-G4)												
164	1: 3/4	1: 0	17	16	48.0	17	16	48.0		192.0	189	81	0	0	0	J. S. Bach	"Chorale 164:
Herr Gott, dich loben alle wir"		"Chorale 164:
Herr Gott, dich loben alle wir"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/164.mscz	False	38-77 (D2-F5)	mxl	Piano	62-77 (D4-F5)	Piano	38-63 (D2-Eb4)												
165	1: 4/4	1: 0	13	12	44.0	18	17	60.0		176.0	222	82	0	0	0	J. S. Bach	"Chorale 165:
O Lamm Gottes, unschuldig"		"Chorale 165:
O Lamm Gottes, unschuldig"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/165.mscz	False	36-74 (C2-D5)	mxl	Piano	55-74 (G3-D5)	Piano	36-65 (C2-F4)												
166	1: 4/4	1: 0	15	14	52.0	22	21	76.0		208.0	241	84	0	0	0	J. S. Bach	"Chorale 166:
Es stehn vor Gottes Throne"		"Chorale 166:
Es stehn vor Gottes Throne"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/166.mscz	False	38-72 (D2-C5)	mxl	Piano	58-72 (Bb3-C5)	Piano	38-64 (D2-E4)												
167	1: 4/4	1: 0	17	16	64.0	17	16	64.0		236.0	236	84	0	0	0	J. S. Bach	"Chorale 167:
Du großer Schmerzensmann"		"Chorale 167:
Du großer Schmerzensmann"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/167.mscz	False	40-74 (E2-D5)	mxl	Piano	59-74 (B3-D5)	Piano	40-64 (E2-E4)												
168	1: 4/4	1: 0	10	9	36.0	10	9	36.0		136.0	153	57	0	0	0	J. S. Bach	"Chorale 168:
Heut ist, o Mensch, ein großer Trauertag"		"Chorale 168:
Heut ist, o Mensch, ein großer Trauertag"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/168.mscz	False	41-74 (F2-D5)	mxl	Piano	57-74 (A3-D5)	Piano	41-65 (F2-F4)												
169	1: 4/4	1: 0	16	16	64.0	16	16	64.0		256.0	285	101	0	0	0	J. S. Bach	"Chorale 169:
Jesu, der du selbsten wohl"		"Chorale 169:
Jesu, der du selbsten wohl"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/169.mscz	False	40-76 (E2-E5)	mxl	Piano	59-76 (B3-E5)	Piano	40-66 (E2-F#4)												
170	1: 4/4	1: 0	8	8	32.0	8	8	32.0		128.0	148	53	0	0	0	J. S. Bach	"Chorale 170:
Nun komm, der Heiden Heiland"		"Chorale 170:
Nun komm, der Heiden Heiland"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/170.mscz	False	38-76 (D2-E5)	mxl	Piano	60-76 (C4-E5)	Piano	38-65 (D2-F4)												
171	1: 4/4	1: 0	12	12	48.0	12	12	48.0		176.0	178	63	0	0	0	J. S. Bach	"Chorale 171:
Heut ist, o Mensch, ein großer Trauertag"		"Chorale 171:
Heut ist, o Mensch, ein großer Trauertag"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/171.mscz	False	38-75 (D2-Eb5)	mxl	Piano	55-75 (G3-Eb5)	Piano	38-67 (D2-G4)												
172	1: 4/4	1: 0	14	14	56.0	14	14	56.0		224.0	233	79	0	0	0	J. S. Bach	"Chorale 172:
Sei gegrüßet, Jesu gütig"		"Chorale 172:
Sei gegrüßet, Jesu gütig"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/172.mscz	False	38-75 (D2-Eb5)	mxl	Piano	62-75 (D4-Eb5)	Piano	38-67 (D2-G4)												
173	1: 3/4	1: 0	18	18	54.0	18	18	54.0		216.0	182	60	0	0	0	J. S. Bach	"Chorale 173:
O Herzensangst, o Bangigkeit"		"Chorale 173:
O Herzensangst, o Bangigkeit"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/173.mscz	False	39-77 (Eb2-F5)	mxl	Piano	58-77 (Bb3-F5)	Piano	39-62 (Eb2-D4)												
174	1: 4/4	1: 0	11	11	44.0	11	11	44.0		164.0	171	65	0	0	0	J. S. Bach	"Chorale 174:
Jesus Christus, unser Heiland, der den Tod überwand"		"Chorale 174:
Jesus Christus, unser Heiland, der den Tod überwand"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/174.mscz	False	38-72 (D2-C5)	mxl	Piano	55-72 (G3-C5)	Piano	38-62 (D2-D4)												
175	1: 4/4	1: 0	9	9	36.0	14	14	56.0		144.0	154	54	0	0	0	J. S. Bach	"Chorale 175:
Jesus, meine Zuversicht"		"Chorale 175:
Jesus, meine Zuversicht"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/175.mscz	False	36-76 (C2-E5)	mxl	Piano	55-76 (G3-E5)	Piano	36-64 (C2-E4)												
176	1: 3/4	1: 0	17	16	48.0	17	16	48.0		192.0	201	82	0	0	0	J. S. Bach	"Chorale 176:
Erstanden ist der heilge Christ"		"Chorale 176:
Erstanden ist der heilge Christ"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/176.mscz	False	41-72 (F2-C5)	mxl	Piano	57-72 (A3-C5)	Piano	41-64 (F2-E4)												
177	1: 4/4	1: 0	11	10	40.0	11	10	40.0		160.0	164	58	0	0	0	J. S. Bach	"Chorale 177:
Danket dem Herrn, heut und allzeit"		"Chorale 177:
Danket dem Herrn, heut und allzeit"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/177.mscz	False	45-76 (A2-E5)	mxl	Piano	61-76 (C#4-E5)	Piano	45-64 (A2-E4)												
178	1: 3/4	1: 0	16	16	48.0	16	16	48.0		192.0	156	49	0	0	0	J. S. Bach	"Chorale 178:
Das neugeborne Kindelein"		"Chorale 178:
Das neugeborne Kindelein"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/178.mscz	False	38-79 (D2-G5)	mxl	Piano	62-79 (D4-G5)	Piano	38-67 (D2-G4)												
179	1: 4/4	1: 0	18	18	68.0	26	26	99.0		256.0	281	99	0	0	0	J. S. Bach	"Chorale 179:
Wachet auf, ruft uns die Stimme"		"Chorale 179:
Wachet auf, ruft uns die Stimme"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/179.mscz	False	39-79 (Eb2-G5)	mxl	Piano	58-79 (Bb3-G5)	Piano	39-65 (Eb2-F4)												
180	1: 4/4	1: 0	9	8	32.0	9	8	32.0		128.0	148	53	0	0	0	J. S. Bach	"Chorale 180:
Als Jesu Christus in der Nacht"		"Chorale 180:
Als Jesu Christus in der Nacht"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/180.mscz	False	38-74 (D2-D5)	mxl	Piano	57-74 (A3-D5)	Piano	38-65 (D2-F4)												
181	1: 4/4	1: 0	12	11	44.0	12	11	44.0		176.0	210	73	0	0	0	J. S. Bach	"Chorale 181:
Gott hat das Evangelium"		"Chorale 181:
Gott hat das Evangelium"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/181.mscz	False	40-74 (E2-D5)	mxl	Piano	59-74 (B3-D5)	Piano	40-67 (E2-G4)												
182	1: 4/4	1: 0	12	11	40.0	17	16	56.0		160.0	221	77	0	0	0	J. S. Bach	"Chorale 182:
Wär Gott nicht mit uns diese Zeit"		"Chorale 182:
Wär Gott nicht mit uns diese Zeit"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/182.mscz	False	43-74 (G2-D5)	mxl	Piano	57-74 (A3-D5)	Piano	43-67 (G2-G4)												
183	1: 4/4	1: 0	12	11	40.0	17	16	56.0		160.0	212	80	0	0	0	J. S. Bach	"Chorale 183:
Nun freut euch, lieben Christen gmein (melody #1)"		"Chorale 183:
Nun freut euch, lieben Christen gmein (melody #1)"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/183.mscz	False	43-76 (G2-E5)	mxl	Piano	57-76 (A3-E5)	Piano	43-64 (G2-E4)												
184	1: 4/4	1: 0	13	12	48.0	18	17	64.0		192.0	216	74	0	0	0	J. S. Bach	"Chorale 184:
Christ lag in Todesbanden"		"Chorale 184:
Christ lag in Todesbanden"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/184.mscz	False	38-76 (D2-E5)	mxl	Piano	57-76 (A3-E5)	Piano	38-65 (D2-F4)												
185	1: 4/4	1: 0	9	8	32.0	9	8	32.0		128.0	164	62	0	0	0	J. S. Bach	"Chorale 185:
Ihr lieben Christen, freut euch nun"		"Chorale 185:
Ihr lieben Christen, freut euch nun"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/185.mscz	False	38-74 (D2-D5)	mxl	Piano	57-74 (A3-D5)	Piano	38-65 (D2-F4)												
186	1: 4/4	1: 0	12	11	44.0	12	11	44.0		176.0	215	77	0	0	0	J. S. Bach	"Chorale 186:
Ach Gott, erhör mein Seufzen und Wehklagen"		"Chorale 186:
Ach Gott, erhör mein Seufzen und Wehklagen"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/186.mscz	False	38-70 (D2-Bb4)	mxl	Piano	53-70 (F3-Bb4)	Piano	38-62 (D2-D4)												
187	1: 4/4	1: 0	9	8	32.0	9	8	32.0		128.0	155	55	0	0	0	J. S. Bach	"Chorale 187:
Komm, Gott Schöpfer, heiliger Geist"		"Chorale 187:
Komm, Gott Schöpfer, heiliger Geist"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/187.mscz	False	36-76 (C2-E5)	mxl	Piano	59-76 (B3-E5)	Piano	36-65 (C2-F4)												
188	1: 3/4	1: 0	16	16	48.0	16	16	48.0		192.0	165	61	0	0	0	J. S. Bach	"Chorale 188:
Ach Herre Gott, mich treibt die Not"		"Chorale 188:
Ach Herre Gott, mich treibt die Not"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/188.mscz	False	41-74 (F2-D5)	mxl	Piano	60-74 (C4-D5)	Piano	41-67 (F2-G4)												
189	1: 4/4	1: 0	9	8	32.0	9	8	32.0		128.0	164	59	0	0	0	J. S. Bach	"Chorale 189:
Herr Jesu Christ, wahr Mensch und Gott"		"Chorale 189:
Herr Jesu Christ, wahr Mensch und Gott"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/189.mscz	False	45-78 (A2-F#5)	mxl	Piano	57-78 (A3-F#5)	Piano	45-66 (A2-F#4)												
190	1: 4/4	1: 0	12	12	48.0	12	12	48.0		192.0	208	80	0	0	0	J. S. Bach	"Chorale 190:
Herr, nun lass in Friede"		"Chorale 190:
Herr, nun lass in Friede"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/190.mscz	False	40-76 (E2-E5)	mxl	Piano	59-76 (B3-E5)	Piano	40-64 (E2-E4)												
191	1: 4/4	1: 0	14	13	48.0	19	18	64.0		192.0	181	57	0	0	0	J. S. Bach	"Chorale 191:
Von Gott will ich nicht lassen"		"Chorale 191:
Von Gott will ich nicht lassen"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/191.mscz	False	40-76 (E2-E5)	mxl	Piano	60-76 (C4-E5)	Piano	40-65 (E2-F4)												
192	1: 3/4	1: 0	16	16	48.0	24	24	72.0		192.0	156	49	0	0	0	J. S. Bach	"Chorale 192:
Gottlob, es geht nunmehr zum Ende"		"Chorale 192:
Gottlob, es geht nunmehr zum Ende"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/192.mscz	False	41-77 (F2-F5)	mxl	Piano	60-77 (C4-F5)	Piano	41-67 (F2-G4)												
193	1: 4/4	1: 0	10	10	40.0	13	13	52.0		136.0	139	49	0	0	0	J. S. Bach	"Chorale 193:
Was bist du doch, o Seele so betrübet"		"Chorale 193:
Was bist du doch, o Seele so betrübet"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/193.mscz	False	40-77 (E2-F5)	mxl	Piano	62-77 (D4-F5)	Piano	40-64 (E2-E4)												
194	1: 3/2	1: 0	16	16	96.0	24	24	144.0		384.0	179	56	0	0	0	J. S. Bach	"Chorale 194:
Liebster Immanuel, Herzog der Frommen"		"Chorale 194:
Liebster Immanuel, Herzog der Frommen"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/194.mscz	False	42-74 (F#2-D5)	mxl	Piano	57-74 (A3-D5)	Piano	42-64 (F#2-E4)												
195	1: 4/4	1: 0	15	14	55.0	22	21	79.0		220.0	238	84	0	0	0	J. S. Bach	"Chorale 195:
Wie schön leuchtet der Morgenstern"		"Chorale 195:
Wie schön leuchtet der Morgenstern"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/195.mscz	False	38-74 (D2-D5)	mxl	Piano	57-74 (A3-D5)	Piano	38-66 (D2-F#4)												
196	1: 4/4	1: 0	13	12	48.0	13	12	48.0		192.0	248	89	0	0	0	J. S. Bach	"Chorale 196:
Da der Herr Christ zu Tische saß"		"Chorale 196:
Da der Herr Christ zu Tische saß"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/196.mscz	False	39-77 (Eb2-F5)	mxl	Piano	60-77 (C4-F5)	Piano	39-63 (Eb2-Eb4)												
197	1: 4/4	1: 0	31	30	118.0	31	30	118.0		468.0	585	223	0	0	0	J. S. Bach	"Chorale 197:
Christ ist erstanden"		"Chorale 197:
Christ ist erstanden"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/197.mscz	False	36-74 (C2-D5)	mxl	Piano	55-74 (G3-D5)	Piano	36-65 (C2-F4)												
198	1: 4/4	1: 0	17	17	68.0	17	17	68.0		272.0	333	119	0	0	0	J. S. Bach	"Chorale 198:
Christus, der uns selig macht"		"Chorale 198:
Christus, der uns selig macht"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/198.mscz	False	37-76 (C#2-E5)	mxl	Piano	55-76 (G3-E5)	Piano	37-65 (C#2-F4)												
199	1: 3/4	1: 0	23	22	63.0	32	31	87.0		252.0	241	101	0	0	0	J. S. Bach	"Chorale 199:
Hilf, Gott, dass mirs gelinge"		"Chorale 199:
Hilf, Gott, dass mirs gelinge"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/199.mscz	False	38-74 (D2-D5)	mxl	Piano	57-74 (A3-D5)	Piano	38-65 (D2-F4)												
200	1: 4/4	1: 0	15	15	60.0	15	15	60.0		240.0	267	100	0	0	0	J. S. Bach	"Chorale 200:
Christus ist erstanden, hat überwunden"		"Chorale 200:
Christus ist erstanden, hat überwunden"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/200.mscz	False	38-75 (D2-Eb5)	mxl	Piano	62-75 (D4-Eb5)	Piano	38-67 (D2-G4)												
201	1: 4/4	1: 0	20	19	72.0	27	26	96.0		288.0	367	128	0	0	0	J. S. Bach	"Chorale 201:
Es sind doch selig alle, die im rechten Glauben wandeln"		"Chorale 201:
Es sind doch selig alle, die im rechten Glauben wandeln"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/201.mscz	False	39-75 (Eb2-Eb5)	mxl	Piano	58-75 (Bb3-Eb5)	Piano	39-65 (Eb2-F4)												
202	1: 4/4	1: 0	27	27	108.0	27	27	108.0		432.0	393	158	0	0	0	J. S. Bach	"Chorale 202:
O wie armen Sünder!"		"Chorale 202:
O wie armen Sünder!"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/202.mscz	False	38-76 (D2-E5)	mxl	Piano	57-76 (A3-E5)	Piano	38-66 (D2-F#4)												
203	1: 3/4	1: 0	21	21	63.0	21	21	63.0		252.0	243	98	0	0	0	J. S. Bach	"Chorale 203:
O Mensch, schau Jesum Christum an"		"Chorale 203:
O Mensch, schau Jesum Christum an"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/203.mscz	False	38-74 (D2-D5)	mxl	Piano	54-74 (F#3-D5)	Piano	38-63 (D2-Eb4)												
204	1: 4/4	1: 0	11	10	36.0	17	16	56.0		144.0	142	39	0	0	0	J. S. Bach	"Chorale 204:
Wer nur den lieben Gott lässt walten"		"Chorale 204:
Wer nur den lieben Gott lässt walten"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/204.mscz	False	38-74 (D2-D5)	mxl	Piano	57-74 (A3-D5)	Piano	38-63 (D2-Eb4)												
205	1: 4/4	1: 0	57	56	193.0	80	79	265.0		768.0	1020	391	0	0	0	J. S. Bach	"Chorale 205:
Herr Gott, dich loben wir [The German Te Deum] [German Te Deum]"		"Chorale 205:
Herr Gott, dich loben wir [The German Te Deum] [German Te Deum]"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/205.mscz	False	36-74 (C2-D5)	mxl	Piano	55-74 (G3-D5)	Piano	36-65 (C2-F4)												
206	1: 4/4	1: 0	16	15	60.0	16	15	60.0		228.0	257	93	0	0	0	J. S. Bach	"Chorale 206:
So gibst du nun, mein Jesu, gute Nacht!"		"Chorale 206:
So gibst du nun, mein Jesu, gute Nacht!"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/206.mscz	False	38-77 (D2-F5)	mxl	Piano	57-77 (A3-F5)	Piano	38-67 (D2-G4)												
207	1: 3/4	1: 0	16	16	48.0	16	16	48.0		192.0	189	72	0	0	0	J. S. Bach	"Chorale 207:
Des heilgen Geistes reiche Gnad"		"Chorale 207:
Des heilgen Geistes reiche Gnad"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/207.mscz	False	38-70 (D2-Bb4)	mxl	Piano	57-70 (A3-Bb4)	Piano	38-62 (D2-D4)												
208	1: 3/4	1: 0	22	22	66.0	22	22	66.0		264.0	242	84	0	0	0	J. S. Bach	"Chorale 208:
Als vierzig Tag nach Ostern warn"		"Chorale 208:
Als vierzig Tag nach Ostern warn"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/208.mscz	False	40-71 (E2-B4)	mxl	Piano	59-71 (B3-B4)	Piano	40-64 (E2-E4)												
209	1: 3/4	1: 0	18	17	48.0	27	26	72.0		192.0	212	73	0	0	0	J. S. Bach	"Chorale 209:
Dir, dir, Jehova, will ich singen"		"Chorale 209:
Dir, dir, Jehova, will ich singen"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/209.mscz	False	41-79 (F2-G5)	mxl	Piano	62-79 (D4-G5)	Piano	41-67 (F2-G4)												
210	1: 4/4	1: 0	16	15	60.0	16	15	60.0		228.0	233	83	0	0	0	J. S. Bach	"Chorale 210:
Christe, du Beistand"		"Chorale 210:
Christe, du Beistand"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/210.mscz	False	41-74 (F2-D5)	mxl	Piano	57-74 (A3-D5)	Piano	41-65 (F2-F4)												
211	1: 4/4	1: 0	16	16	64.0	16	16	64.0		248.0	284	104	0	0	0	J. S. Bach	"Chorale 211:
Weltlich Ehr und zeitlich Gut"		"Chorale 211:
Weltlich Ehr und zeitlich Gut"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/211.mscz	False	42-76 (F#2-E5)	mxl	Piano	60-76 (C4-E5)	Piano	42-66 (F#2-F#4)												
212	1: 4/4	1: 0	14	14	56.0	14	14	56.0		224.0	236	87	0	0	0	J. S. Bach	"Chorale 212:
Lob sei dir, gütiger Gott"		"Chorale 212:
Lob sei dir, gütiger Gott"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/212.mscz	False	39-77 (Eb2-F5)	mxl	Piano	58-77 (Bb3-F5)	Piano	39-65 (Eb2-F4)												
213	1: 4/4	1: 0	11	11	44.0	11	11	44.0		172.0	183	63	0	0	0	J. S. Bach	"Chorale 213:
O wie selig seid ihr doch, ihr Frommen"		"Chorale 213:
O wie selig seid ihr doch, ihr Frommen"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/213.mscz	False	38-76 (D2-E5)	mxl	Piano	57-76 (A3-E5)	Piano	38-65 (D2-F4)												
214	1: 4/4	1: 0	27	27	108.0	32	32	128.0		412.0	470	169	0	0	0	J. S. Bach	"Chorale 214:
Mitten wir im Leben sind"		"Chorale 214:
Mitten wir im Leben sind"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/214.mscz	False	36-74 (C2-D5)	mxl	Piano	55-74 (G3-D5)	Piano	36-65 (C2-F4)												
215	1: 4/4	1: 0	28	27	108.0	28	27	108.0		428.0	480	172	0	0	0	J. S. Bach	"Chorale 215:
Verleih uns Frieden gnädiglich"		"Chorale 215:
Verleih uns Frieden gnädiglich"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/215.mscz	False	38-77 (D2-F5)	mxl	Piano	57-77 (A3-F5)	Piano	38-63 (D2-Eb4)												
216	1: 4/4	1: 0	20	20	80.0	20	20	80.0		292.0	282	92	0	0	0	J. S. Bach	"Chorale 216:
Es ist genug"		"Chorale 216:
Es ist genug"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/216.mscz	False	45-76 (A2-E5)	mxl	Piano	59-76 (B3-E5)	Piano	45-67 (A2-G4)												
217	1: 3/4	1: 0	16	16	48.0	16	16	48.0		192.0	143	40	0	0	0	J. S. Bach	"Chorale 217:
Herr Jesu Christ, meins Lebens Licht (melody #2)"		"Chorale 217:
Herr Jesu Christ, meins Lebens Licht (melody #2)"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/217.mscz	False	43-77 (G2-F5)	mxl	Piano	64-77 (E4-F5)	Piano	43-67 (G2-G4)												
218	1: 4/4	1: 0	17	17	62.0	20	20	72.0		248.0	271	100	0	0	0	J. S. Bach	"Chorale 218:
Lass, o Herr, dein Ohr sich neigen"		"Chorale 218:
Lass, o Herr, dein Ohr sich neigen"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/218.mscz	False	42-74 (F#2-D5)	mxl	Piano	57-74 (A3-D5)	Piano	42-65 (F#2-F4)												
